tcp,estc,playfile,Wiggins number,author,author 2,author 3,author 4,author 5,translator,in 704 corpus,in 554 corpus,missing from both,title,alternative title,genre,Wiggins genre,DEEP genre,Wiggins contemporary genre,date of writing,date of 1st performance,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes
A04658,S109237,A04658,,"Jonson, Ben",,,,,,yes,yes,no,"The New Inn, or The Light Heart",,CO,,CO,,1629,1629,1631,1631,King's Men,,,,,
A27177,R22900,A27177_16,,"Middleton, Thomas","Fletcher, John",,,,,yes,yes,no,"The Nice Valor, or The Passionate Madman",,CO,,CO,,1622,1622,1647,1647,,,,,,
A00966,S102369,A00966,,"Fletcher, John","Shirley, James",,,,,yes,yes,no,"The Night Walker, or The Little Thief",,CO,,CO,,1611,1611,1640,1640,Lady Elizabeth's Men,Queen Henrietta Maria's Men,,,,
A27177,R22900,A27177_05,,"Fletcher, John","Beaumont, Francis (?)",,,,,yes,yes,no,The Noble Gentleman,,CO,,CO,,1605,1606,1647,1647,King's Men,,,,,
A56910,R6083,A56910,,"Quinault, Philipe",,,,,"Lower, William",yes,yes,no,The Noble Ingratitude,,TC,,Political Tragicomedy,,1659,1659,1659,1659,,,,,,
A11145,S116260,A11145,,"Dekker, Thomas",,,,,,yes,yes,no,The Noble Spanish Soldier,"The Noble Soldier, or A Contract Broken Justly Revenged",TR,,Pseudo-History,,1622,1622,1634,1634,,,,,,
not in tcp?,S117222,,,"Sharpe, Lewis",,,,,,no,no,yes,The Noble Stranger,,,,TC,,1638,1639,1640,,Queen Henrietta Maria's Men,,,,,
A16924,S106713,A16924,,"Brome, Richard",,,,,,yes,yes,no,The Northern Lass,,CO,,CO,,1629,1629,1632,1632,King's Men,,,,,
A77565,R202038,A77565_02,,"Brome, Richard",,,,,,yes,yes,no,The Novella,,CO,,CO,,1632,1632,1653,1653,King's Men,,,,,
A33611,R20860,play in collection,,"Cokayne, Aston",,,,,,no,no,yes,The Obstinate Lady,,,,CO,,1630,1639,1657,,,,,,,
A50370,R9133,A50370,,"May, Thomas",,,,,,yes,yes,no,The Old Couple,,CO,,CO,,1630,1630,1658,1658,,,,,,
A50091,R12634,A50091,,"Middleton, Thomas","Rowley, William","Heywood, Thomas",,,,yes,yes,no,"The Old Law, or A New Way to Please You",,CO,,CO,,1618,1618,1656,1656,,,,,,
A09232,S110404,A09232,913,"Peele, George",,,,,,yes,yes,no,The Old Wives Tale,Printed: The Old Wife's Tale / Alternative Modernizations: The Old Wives' Tale; The Old Wives Tale,CO,romance,Romance,interlude; 'pleasant conceited comedy',1588,1590,1595,1595,Queen Elizabeth's Men,,,mixed,blank verse and couplets,
A12148,S1653,A12148,,"Shirley, James",,,,,,yes,yes,no,The Opportunity,,TR,,CO,,1634,1634,1640,1640,Queen Henrietta Maria's Men,,,,,
A80983,R42371,A80983,,"Cartwright, William",,,,,,yes,yes,no,"The Ordinary, or The City Cozener",,CO,,CO,,1634,1635,1651,1651,,,,,,
A09223,S100368,,769,"Peele, George",,,,,,no,no,yes,The Pageant before Woolstone Dixie,"Wiggins title: London Lord Mayor's Pageant / Printed: The Device of the Pageant before Wolstan Dixie / Later assigned: Pageant for Wolstan Dixie, Skinner",,civic pageant,Civic Pageant,device of [a] pageant,1585,1585,1585,,London Skinners' Company,,in the city streets,yes,mixed,
A08058,S120997,,861,"Nelson, Thomas",,,,,,no,no,yes,The Pageant for John Allot,"Wiggins title: London Lord Mayor's Pageant / Printed: The Device of the Pageant for the Right Honourable John Allot / Later assigned: The Pageant for John Allot; Pageant for John Allot, Fishmonger",,civic pageant,Civic Pageant,pageant,1590,1590,1590,,London Fishmongers' Company,,in the city streets,yes,yes,
A03175,S106439,A03175,,"Heywood, John",,,,,,yes,yes,no,"The Pardoner and the Friar, the Curate, and Neighbor Pratte",,CO,,Comic Interlude,,1513,1519,1533,1533,,,,,,
A37285,R221471,A37285,,"Day, John",,,,,,yes,no,no,The Parliament of Bees,,DI,,DI,,1634,1640,1641,1641,,,,,,
A47372,R7715,A47372_02,,"Killigrew, Thomas",,,,,,yes,yes,no,The Parson's Wedding,,CO,,,,1641,,1664,1664,,,,,,
A15516,S111811,A15516,344,Anonymous,,,,,,yes,no,no,The Pedlar's Prophecy,Performed+Printed: The Pedlar's Prophecy,ND,moral,Protestant Moral,play; CO,1561,1561,1595,1595,,,,yes,yes,
A04637,S109180,A04637,,"Jonson, Ben",,,,,,yes,no,no,The Pegme at Fen-church,,ND,,,,1603,,,1604,,,,,,
A07507,S112593,A07507,,"Middleton, Thomas",,,,,,yes,yes,no,The Phoenix,,CO,,CO,,1603,1603,1607,1607,Children of Paul's (second),,,,,
A06402,S108864,A06402,,"Lower, Sir William",,,,,,yes,yes,no,The Phoenix in Her Flames,,TR,,TR,,1639,1639,1639,1639,,,,,,
A07245,S123113,A07245,,"Massinger, Philip",,,,,,yes,yes,no,The Picture,,TC,,TC,,1629,1629,1630,1630,King's Men,,,,,
A27177,R22900,A27177_22,,"Fletcher, John",,,,,,yes,yes,no,The Pilgrim,,CO,,CO,,1621,1621,1647,1647,King's Men,,,,,
A47372,R7715,A47372_03,,"Killigrew, Thomas",,,,,,yes,yes,no,The Pilgrim,,TR,,,,1646,,1664,1664,,,,,,
not in tcp?,S105196,,,"Davenant, William",,,,,,no,no,yes,The Platonic Lovers,,,,CO,,1635,1635,1636,,King's Men,,,,,
A03181,S114935,A03181,,"Heywood, John",,,,,,yes,no,no,The Play of the Weather,,IN,,Comic IN,,1519,1528,1533,1544,,,,,,
A59990,R19495,A59990,,"Shirley, James",,,,,,yes,yes,no,The Politician,,TR,,TR,,1639,1639,1655,1655,Ogilby's Men; Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,,,,
A35658,R6223,A35658,,"Daborne, Robert",,,,,,yes,yes,no,The Poor Man's Comfort,,TC,,Pastoral Comedy,,1615,1617,1655,1655,Queen Anne's Men,,,,,
A17342,S115590,,,Anonymous,,,,,,no,no,yes,The Presentment of Bushell's Rock,,,,Royal EN,,1636,1636,1636,,,,,,,
A93949,R5595,A93949,,"S., J.",,,,,,yes,yes,no,The Prince of Prigs' Revels,"An excellent comedy, called, The Prince of Priggs revels: or, The practises of that grand thief Captain James Hind, relating divers of his pranks and exploits, never heretofore published by any. Repleat with various conceits, and Tarltonian mirth, suitable to the subject Written by J.S.",CO,,Comic Interlude,,1651,1651,1651,1651,,,,,,
not in tcp?,S105705,,578,"Gascoigne, George",,,,,,no,no,yes,The Princely Pleasures at Kenilworth,Wiggins title: Royal Entertainment at Kenilworth / Printed: The Princely Pleasures at the Court at Kenilworth / Contemporary: The Princely Pleasures at Kenilworth Castle; The Pleasure at Kenilworth Castle / Later assigned: The Entertainment at Kenilworth; The Princely Pleasures at Kenilworth,,EN,Royal EN,pageant; play; show; device,1575,1575,1576,,,,"Kenilworth Castle, Warwickshire",yes,yes,
A47372,R7715,A47372_01,,"Killigrew, Thomas",,,,,,yes,yes,no,The Princess,"The Princess, Love at first Sight",TC,,,,1636,,1664,1664,,,,,,
A47372,R7715,A47372_11,,"Killigrew, Thomas",,,,,,yes,yes,no,The Prisoners,,TC,,TC,,1635,1635,1640,1664,Queen Henrietta Maria's Men,,,,,
A27177,R22900,A27177_18,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Prophetess,,TC,,TC,,1622,1622,1647,1647,King's Men,,,,,
A11264,S106337,A11264,,"Middleton, Thomas",,,,,,yes,yes,no,"The Puritan, or The Widow of Watling Street",,CO,,CO,,1606,1606,1607,1607,Children of Paul's (second),,,,,
A77567,R209758,A77567_05,,"Brome, Richard",,,,,,yes,yes,no,The Queen and Concubine,,TC,,TC,,1635,1635,1658,1658,King's Revels Company,,,,,
A02455,S120594,A02455,,"Habington, William",,,,,,yes,yes,no,The Queen of Aragon,Cleodora,TC,,TC,,1640,1640,1640,1640,King's Men,,,,,
A27177,R22900,A27177_27,,"Field, Nathan","Fletcher, John","Massinger, Philip",,,,yes,yes,no,The Queen of Corinth,,TC,,TC,,1616,1617,1647,1647,King's Men,,,,,
A56872,R9224,A56872,,"Ford, John",,,,,,yes,yes,no,"The Queen, or The Excellency of Her Sex",,TC,,TC,,1628,1628,1653,1653,,,,,,
A19835,S121848,A19835,,"Daniel, Samuel",,,,,,yes,yes,no,The Queen's Arcadia,Arcadia Reformed,CO,,Pastoral,,1605,1605,1606,1606,,,,,,
A18734,S104983,single play in collection of non-dramatic material,563,"Churchyard, Thomas","Roberts, John","Sande, D.",,,,no,no,yes,The Queen's Entertainment at Bristow,Printed: The Whole Order how our Sovereign Lady Queen Elizabeth was Received into the City of Bristol / Contemporary: The Order of the Queen's Receiving into Bristol; The Whole Order of the Receiving of the Queen's Majesty into Bristol / Later assigned: The Queen's Entertainment at Bristol; The Entertainment in the City of Bristol,,EN,Royal Reception,show; triumph; devices,1574,1574,1575,,,,City of Bristol,yes,yes,
A21238,S113259,A21238,583,"Gascoigne, George (?)","Lee, Henry (?)",,,,,yes,no,no,The Queen's Entertainment at Woodstock,Printed: The Queen's Majesty's Entertainment at Woodstock / Alternative (Wiggins title): Royal Entertainment at Woodstock,EN,EN,Royal EN,EN; CO,1575,1575,1585,1585,,,Sir Henry Lee's household at Woodstock,iambic pentameter and prose,yes,
A29644,R27813,A29644,,"Brome, Richard",,,,,,yes,yes,no,The Queen's Exchange,The Royal Exchange,CO,,TC,,1629,1631,1657,1657,King's Men,,,,,
A01839,S103199,A01839,,"Goffe, Thomas",,,,,,yes,no,no,"The Raging Turk, or Bajazet the Second",,TR,,TR,,1618,1618,1631,1631,,,,,,
A85334,R202218,A85334_01,,"Goffe, Thomas",,,,,,yes,yes,no,"The Raging Turk, or Bajazet the Second",,TR,,TR,,1618,1618,1631,1656,,,,,,
A03244,S106206,A03244,,"Heywood, Thomas",,,,,,yes,yes,no,The Rape of Lucrece,,TR,,TR,,1606,1607,1608,1608,Queen Anne's Men,,,,,
not in tcp?,S111443,,734,Anonymous,,,,,,no,no,yes,The Rare Triumphs of Love and Fortune,Performed: Love and Fortune / Printed: The Rare Triumphs of Love and Fortune,,romance,Mythological Moral,HI; CO,1582,1582,1589,,Derby's (Strange's) Men,,,mixed,mixed,
A10495,S115676,A10495,,"Rawlins, Thomas",,,,,,yes,yes,no,The Rebellion,,TR,,TR,,1638,1638,1640,1640,King's Revels Company,,,,,
A76435,R12266,A76435,,"B., T.",,,,,,yes,yes,no,"The Rebellion of Naples, or The Tragedy of Massenello","The rebellion of Naples, or The tragedy of Massenello· Commonly so called: but rightly Tomaso Aniello di Malfa Generall of the Neopolitans.",TR,,Contemporary Foreign History,,1649,1649,1649,1649,,,,,,
A21144,S106297,A21144,952,Anonymous,,,,,,yes,yes,no,The Reign of King Edward the Third,"Printed: The Reign of King Edward III / Contemporary: Edward III and the Black Prince, their wars with King John of France; Edward III / Later assigned: King Edward III; The Reign of King Edward III, King of England",HI,HI,HI,CO,1590,1590,1596,1596,Admiral's (Nottingham's) Men,,,yes,no,
A53060,R17289,A53060_16,,"Cavendish, Margaret",,,,,,yes,no,no,The Religious,,ND,,,,1662,,1662,1662,,,,,,
A07246,S112427,A07246,,"Massinger, Philip",,,,,,yes,yes,no,"The Renegado, or The Gentleman of Venice",,CO,,TC,,1624,1624,1630,1630,Lady Elizabeth's Men,Queen Henrietta Maria's Men,,,,
A18421,S122391,A18421,,"Chapman, George",,,,,,yes,yes,no,The Revenge of Bussy D'Ambois,,TR,,TR,,1610,1610,1613,1613,Children of the Queen's Revels,,,,,
A13843,S118518,A13843,,"Middleton, Thomas (?)",,,,,,yes,yes,no,The Revenger's Tragedy,,TR,,TR,,1605,1606,1607,1607,King's Men,,,,,
A72254,S122568,A72254,,"Hausted, Peter",,,,,,yes,yes,no,The Rival Friends,,CO,,TC,,1632,1632,1632,1632,,,,,,
A07524,S121842,A07524,,"Dekker, Thomas","Middleton, Thomas",,,,,yes,yes,no,"The Roaring Girl, or Moll Cutpurse",,CO,,CO,,1611,1611,1611,1611,Prince Henry's Men,,,,,
A07247,S112428,A07247,,"Massinger, Philip",,,,,,yes,yes,no,The Roman Actor,,TR,,TR,,1626,1626,1629,1629,King's Men,,,,,
A03248,S104074,A03248,,"Heywood, Thomas",,,,,,yes,yes,no,The Royal King and the Loyal Subject,,TC,,TC,,1602,1602,1637,1637,Worcester's Men,Queen Henrietta Maria's Men,,,,
A12150,S117251,A12150,,"Shirley, James",,,,,,yes,yes,no,The Royal Master,,CO,,CO,,1637,1637,1638,1638,Ogilby's Men; Queen Henrietta Maria's Men,,,,,
A18083,S122388,A18083,,"Cartwright, William",,,,,,yes,yes,no,The Royal Slave,,TC,,TC,,1636,1636,1639,1639,King's Men (originally performed by Oxford students),,,,,
not in tcp?,R202340,,,"Suckling, John",,,,,,no,no,yes,The Sad One,,,,TC,,1637,1637,1659,,,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,"The Sad Shepherd, or A Tale of Robin Hood",,,,Comic Pastoral,,1612,1637,1641,,,,,,,
A04632,S112455,A04632_13,,"Jonson, Ben",,,,,,yes,no,no,The Satyr,The Entertainment of the Queen and Prince at Althorp,EN,,Royal Entertainment,,1603,1603,1604,1616,,,,,,now included in <Entertainments>
A04637,S109180,A04637_03,,"Jonson, Ben",,,,,,yes,no,no,The Satyr,The Entertainment of the Queen and Prince at Althorp,EN,,Royal Entertainment,,1603,1603,1604,1604,,,,,,
A12152,S117358,A12152,,"Shirley, James",,,,,,yes,yes,no,The School of Compliment,Love Tricks,CO,,CO,,1625,1625,1631,1631,Lady Elizabeth's Men,Queen Henrietta Maria's Men,,,,
A06389,S101204,A06389,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,The Scornful Lady,,CO,,CO,,1610,1610,1616,1616,Children of the Queen's Revels,,,,,
A63300,R1648,A63300,,"Tatham, John",,,,,,yes,yes,no,"The Scots Figaries, or A Knot of Knaves",,CO,,Political Comedy,,1652,1652,1652,1652,,,,,,
A02168,S105810,A02168,854,"Greene, Robert",,,,,,yes,yes,no,The Scottish History of James the Fourth,"Printed: The Scottish History of James IV, Slain at Flodden / Contemporary: The Scottish History of James IV / Alternative Modernization: James the Fourth",HI,romance,HI,jig; HI; CO,1590,1590,1598,1598,,,,pentameter and prose,blank verse and couplets,
A92753,R203529,,,Anonymous,,,,,,no,no,yes,"The Scottish Politic Presbyter Slain by an English Independent, or The Independents' Victory over the Presbyterian Party",,,,Political DI,,1647,1647,1647,,,,,,,
A27177,R22900,A27177_20,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Sea Voyage,,CO,,CO,,1622,1622,1647,1647,King's Men,,,,,
A04874,S109282,A04874,,"Kirke, John",,,,,,yes,no,no,The Seven Champions of Christendom,,ND,,Heroical Romance,,1634,1635,1638,1638,,,,,,
A53060,R17289,A53060_03,,"Cavendish, Margaret",,,,,,yes,yes,no,The Several Wits,,CO,,,,1662,,1662,1662,,,,,,
A11205,S116288,A11205,,"Rutter, Joseph",,,,,,yes,yes,no,The Shepherds' Holiday,,TC,,Pastoral,,1633,1634,1635,1635,Queen Henrietta Maria's Men,,,,,
A07649,R2909,A07649,,"Montague, Walter",,,,,,yes,yes,no,The Shepherd's Paradise,,CO,,Pastoral Romance,,1633,1633,1659,1659,,,,,,
A20083,S105232,A20083,1188,"Dekker, Thomas",,,,,,yes,yes,no,The Shoemaker's Holiday,"Performed: The Gentle Craft / Printed: The Shoemaker's Holiday, or The Gentle Craft / Alternative modernization: The Shoemaker's Holiday",CO,CO,CO,CO,1599,1599,1600,1600,Admiral's (Nottingham's) Men,,the Rose,prose and pentameter,blank verse and couplets,
not in tcp?,R208874,,,"Cartwright, William",,,,,,no,no,yes,"The Siege, or Love's Convert",,,,TC,,1628,1638,1651,,,,,,,
not in tcp?,S104075,,,"Heywood, Thomas",,,,,,no,no,yes,The Silver Age,,,,Classical Legend,,1610,1611,1613,,Queen Anne's Men,,,,,
A59992,R20878,A59992_02,,"Shirley, James",,,,,,yes,yes,no,The Sisters,,CO,,CO,,1642,1642,1652,1653,King's Men,,,,,
A93178,R230287,A93178,,"Shirley, James",,,,,,yes,no,no,The Sisters,,CO,,CO,,1642,1642,1652,1652,King's Men,,,,,
A15873,S120621,A15873,,"Zouche, Richard",,,,,,yes,yes,no,The Sophister,"Fallacy, or The Troubles of Great Hermenia",CO,,Moral,,1614,1614,1639,1639,,,,,,
A35657,R15850,A35657,,"Denham, John",,,,,,yes,yes,no,The Sophy,,TR,,TR,,1642,1642,1642,1642,King's Men,,,,,
A18331,S107195,A18331,,"Rojas, Fernando de",,,,,"Mabbe, James",yes,yes,no,The Spanish Bawd,Calisto and Meliboea,TC,,Romance,,1631,1631,1631,1631,,,,,,
A27177,R22900,A27177_02,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Spanish Curate,,CO,,CO,,1622,1622,1647,1647,King's Men,,,,,
A50796,R5637,A50796,,"Dekker, Thomas","Ford, John","Middleton, Thomas","Rowley, William",,,yes,yes,no,The Spanish Gypsy,,CO,,TC,,1623,1623,1653,1653,Lady Elizabeth's Men,,,,,
A04942,S120308,A04942,783,"Kyd, Thomas",,,,,,yes,yes,no,The Spanish Tragedy,"Performed: Hieronimo / Printed: The Spanish Tragedy / Contemporary: The Spanish Tragedy of Don Horatio and Bel-Imperia; The Spanish Tragedy, or Hieronimo is Mad Again; The Tragedy of Hieronimo; Comoedia von König in Spanien und dem Viceroy in Portugal; Tragoedia von Hieronimo Marschall in Spanien; Don Jeronimo, Marschalck von Spanjen / Alternative Modernization: Jeronimo",TR,TR,TR,TR; comoedia,1587,1587,1592,1592,Derby's (Strange's) Men,,,pentameter and prose,no,
A16927,S106714,A16927,,"Brome, Richard",,,,,,yes,yes,no,The Sparagus Garden,Tom Hoydon o' Tanton Deane,CO,,CO,,1635,1635,1640,1640,King's Revels Company,,,,,
A07976,S113046,A07976_01,,"Nabbes, Thomas",,,,,,yes,no,no,The Spring's Glory,,MA,,MA,,1625,1637,1638,1638,,,,,,
A04633,S4350,A04633_03,,"Jonson, Ben",,,,,,yes,yes,no,The Staple of News,,CO,,CO,,1614,1626,1631,1631,King's Men,,,,,
A01989,S103348,A01989,,"Gough, John",,,,,,yes,yes,no,The Strange Discovery,,TC,,TC,,1640,1640,1640,1640,,,,,,
A00471,S114637,,,Anonymous,,,,,,no,no,yes,The Summoning of Everyman,,,,Morality,,c.1519,c.1519,[c.1519],,,,,,,
A07510,S112596,,,"Middleton, Thomas",,,,,,no,no,yes,The Sun in Aries,,,,Civic Pageant,,1621,1621,1621,,,,,,,
A39898,R17978,A39898,,"Dekker, Thomas","Ford, John",,,,,yes,no,no,The Sun's Darling,,MA,,Moral MA,,1624,1624,1656,1656,Lady Elizabeth's Men,Beeston's Boys,,,,
A18374,S107945,A18374,,"Chamberlain, Robert",,,,,,yes,yes,no,The Swaggering Damsel,,CO,,CO,,1640,1640,1640,1640,,,,,,
A13358,S111124,A13358,955,Anonymous,,,,,,yes,yes,no,The Taming of a Shrew,Printed: The Taming of a Shrew,CO,CO,CO,pleasant conceited history',1590,1590,1594,1594,Pembroke's Men,,,iambic pentameter and prose,no,
A11954,S111228,A11954_11,916,"Shakespeare, William",,,,,,yes,yes,no,The Taming of the Shrew,Performed: The Taming of a Shrew (possibly) / Printed: The Taming of the Shrew,CO,CO,CO,CO,1590,1590,1623,1623,Pembroke's Men,,,pentameter and prose,no,
A11954,S111228,A11954_01,,"Shakespeare, William",,,,,,yes,yes,no,The Tempest,,CO,,CO,,1611,1611,1623,1623,King's Men,,,,,
A04600,S107859,A04600,,"Davenant, William",,,,,,yes,no,no,The Temple of Love,,MA,,MA,,1634,1635,1634,1634,,,,,,
A02658,S110631,A02658,61,"Bale, John",,,,,,yes,no,no,The Temptation of Our Lord and Savior Christ by Satan,"Printed: The Temptation of Our Lord and Saviour, Jesus Christ, by Satan in the Desert / Contemporary: De Christi tentatione / Later assigned: The Temptation of Our Lord; The Temptation of Christ",IN,biblical,Anti-Catholic Mystery,CO; IN,1538,1538,1547-8,1547,,,,yes,yes,
A62477,R20950,A62477,,"Webster, John","Rowley, William",,,,,yes,yes,no,The Thracian Wonder,The Thracian Wonder. A Comical History.,CO,,,,1599,,1661,1661,,,,,,
A15519,S111803,A15519,700,"Wilson, Robert",,,,,,yes,yes,no,The Three Ladies of London,Performed+Printed: The Three Ladies of London / Contemporary: The Three Ladies,CO,moral,Moral,CO,1581,1581,1584,1592,Leicester's Men,,the Theatre,yes,yes,
A02738,S110903,A02738,51,"Bale, John",,,,,,yes,no,no,"The Three Laws of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists","Printed: Three Laws, of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists / Contemporary: De triplici Dei lege; De corruptis Dei legibus; Three Laws, of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists Most Wicked; Corruptiones legum divinarum / Later assigned: Three Laws",IN,moral,Anti-Catholic Moral,CO; IN,1538,1538,1547-8,1548,,,,yes,yes,
A02749,S104458,A02749,51,"Bale, John",,,,,,yes,no,no,"The Three Laws of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists","Printed: Three Laws, of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists / Contemporary: De triplici Dei lege; De corruptis Dei legibus; Three Laws, of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists Most Wicked; Corruptiones legum divinarum / Later assigned: Three Laws",IN,moral,Anti-Catholic Moral,CO; IN,1538,1538,1547-8,1562,,,,yes,yes,
A15517,S111813,A15517,821,"Wilson, Robert",,,,,,yes,no,no,The Three Lords and Three Ladies of London,Printed: The Three Lords and Three Ladies of London / Contemporary: The Three Lords of London; The Lords of London,IN,moral,Moral,CO; moral,1588,1588,1590,1590,Queen Elizabeth's Men,,,pentameter and prose,blank verse and couplets,
A14715,S111582,A14715,597,"Wapull, George",,,,,,yes,yes,no,The Tide Tarrieth No Man,Performed+Printed: The Tide Tarrieth No Man / Later assigned: The Tide Tarrieth for No Man,CO,moral,Moral,HI; interlude; CO,1576,1576,1576,1576,,,,yes,yes,
A18404,S107689,A18404_02,,"Chapman, George",,,,,,yes,yes,no,The Tragedy of Charles Duke of Byron,,TR,,TR,,1607,1608,1608,1608,Children of the Queen's Revels,,,,,
A12154,S117334,A12154,,"Shirley, James",,,,,,yes,yes,no,The Traitor,,TR,,TR,,1631,1631,1635,1635,Queen Henrietta Maria's Men,,,,,
A19978,S109426,A19978,,"Day, John","Wilkins, George","Rowley, William",,,,yes,yes,no,The Travels of the Three English Brothers,,CO,,Topical Play,,1607,1607,1607,1607,Queen Anne's Men,,,,,
A03404,S119344,A03404,1220,Anonymous,,,,,,yes,no,no,The Trial of Chivalry,Printed: The Trial of Chivalry / Contemporary: The Life and Death of Cavaliero Dick Bowyer; This Gallant Cavaliero Dick Bowyer,HI,romance,Pseudo-History,HI,1599,1601,1605,1605,Derby's (Strange's) Men,,,pentameter and prose,blank verse,
A68191,S111569,A68191,1220,Anonymous,,,,,,yes,yes,no,The Trial of Chivalry,Printed: The Trial of Chivalry / Contemporary: The Life and Death of Cavaliero Dick Bowyer; This Gallant Cavaliero Dick Bowyer,HI,romance,Pseudo-History,HI,1599,1601,1605,1605,Derby's (Strange's) Men,,,pentameter and prose,blank verse,
A13962,S118535,A13962,446,"Wager, William",,,,,,yes,no,no,The Trial of Treasure,Performed/Printed: The Trial of Treasure,IN,moral,Moral IN,IN,1567,1567,1567,1567,,,,yes,yes,
A93180,R203565,A93180,,"Shirley, James",,,,,,yes,no,no,The Triumph of Beauty,,MA,,MA,,1646,1646,1646,1646,,,,,,
B07101,S124199,B07101,,"Shirley, James",,,,,,yes,no,no,The Triumph of Peace,,MA,,MA,,1633,1634,1633,1633,,,,,,
A73300,S5206,,,"Taylor, John",,,,,,no,no,yes,The Triumphs of Fame and Honor,,,,Civic Pageant,,1634,1634,1634,,,,,,,
A07512,S110007,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Health and Prosperity,,,,Civic Pageant,,1626,1626,1626,,,,,,,
A07513,S112598,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Honor and Industry,,,,Civic Pageant,,1617,1617,1617,,,,,,,
A07515,S110012,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Honor and Virtue,,,,Civic Pageant,,1622,1622,1622,,,,,,,
A07516,S110011,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Integrity,,,,Civic Pageant,,1623,1623,1623,,,,,,,
A07517,S119886,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Love and Antiquity,,,,Civic Pageant,,1619,1619,1619,,,,,,,
A07907,S113000,A07907,,"Munday, Anthony",,,,,,yes,no,no,The Triumphs of Reunited Britannia,,EN,,Civic Pageant,,1605,1605,1605,1605,,,,,,
A19882,S109310,,,"Davenant, William",,,,,,no,no,yes,The Triumphs of the Prince d'Amour,,,,MA,,1635,1636,1635,,,,,,,
A07518,S119885,,,"Middleton, Thomas",,,,,,no,no,yes,The Triumphs of Truth,,,,Civic Pageant,,1613,1613,1613,,,,,,,
A07518,S119885,A07518,,"Middleton, Thomas",,,,,,yes,no,no,The Triumphs of Truth; The Entertainment on Michaelmas Day 1613,,EN,,n/a,,,,1613,1613,,,,,,
A05206,S111094,A05206,,Anonymous,,,,,,yes,yes,no,The True Chronicle of King Leir,,TR,,Legendary History,,1590,1590,1605,1605,Queen Elizabeth's Men,,,,,
A10730,S111104,A10730,,Anonymous,,,,,,yes,yes,no,The True Tragedy of Richard the Third,,HI,,HI,,1588,1591,1594,1594,Queen Elizabeth's Men,,,,,
A07217,S112425,A07217,,"Mason, John",,,,,,yes,yes,no,The Turk,Muleasses the Turk,TR,,TR,,1607,1607,1610,1610,Children of the King's Revels,,,,,
not in tcp?,R6666,,,"Rider, William",,,,,,no,no,yes,The Twins,,,,TC,,1630,1635,1655,,King's Revels Company,,,,,
A11954,S111228,A11954_02,970,"Shakespeare, William",,,,,,yes,yes,no,The Two Gentlemen of Verona,Printed: The Two Gentlemen of Verona / Contemporary: [The] Gentlemen of Verona,CO,CO,CO,CO,1590,1590,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,,iambic pentameter and prose,blank verse and couplets,
A21411,S104426,A21411,,"Armin, Robert",,,,,,yes,yes,no,The Two Maids of More-Clacke,,CO,,CO,,1606,1606,1609,1609,Children of the King's Revels,,,,,
A17460,S107366,A17460,,"Cumber, John (?)",,,,,,yes,yes,no,"The Two Merry Milkmaids, or The Best Words Wear the Garland",,CO,,CO,,1619,1619,1620,1620,Red Bull (Revels) Company (first),,,,,
A00969,S106283,A00969,,"Shakespeare, William","Fletcher, John",,,,,yes,yes,no,The Two Noble Kinsmen,,TC,,TC,,1613,1613,1634,1634,King's Men,,,,,
A37192,R21264,A37192,,"Davenant, Sir William",,,,,,yes,yes,no,The Unfortunate Lovers,,TR,,TR,,1638,1638,1643,1643,King's Men,,,,,
A07979,S113067,A07979,,"Nabbes, Thomas",,,,,,yes,yes,no,The Unfortunate Mother,,TR,,TR,,1639,1639,1640,1640,,,,,,
A62038,R42,A62038,,"Swinhoe, Gilbert",,,,,,yes,yes,no,The Unhappy Fair Irene,,TR,,TR,,1658,1658,1658,1658,,,,,,
A07248,S112429,A07248,,"Massinger, Philip",,,,,,yes,yes,no,The Unnatural Combat,,TR,,TR,,1624,1624,1639,1639,King's Men,,,,,
A53060,R17289,A53060_10,,"Cavendish, Margaret",,,,,,yes,yes,no,The Unnatural Tragedy,,TR,,,,1662,,1662,1662,,,,,,
A14599,S119334,A14599,,"W., J.",,,,,,yes,yes,no,The Valiant Scot,,TR,,TR,,1625,1626,1637,1637,,,,,,
